allZT	nbZT
AT3G20650	7
AT2G25480	2
AT1G48950	4
AT5G55700	4
AT5G15740	3
AT4G31850	1
AT3G44160	2
AT1G30540	1
AT2G36200	2
AT3G62300	2
AT1G68780	2
AT3G27930	2
AT4G14190	4
AT1G59560	5
AT2G05120	1
AT5G08139	2
AT5G41220	5
AT4G28760	2
AT1G43620	2
AT1G60650	3
AT3G21820	3
AT5G51840	4
AT3G52220	1
AT2G03640	1
AT3G51270	1
AT3G51850	3
AT5G13280	2
AT1G75230	3
AT4G16440	5
AT5G62410	1
AT5G13160	7
AT3G19640	4
AT5G42480	1
AT5G21060	3
AT4G18800	1
AT5G13610	2
AT1G10850	2
AT1G07810	2
AT4G18530	2
AT1G21090	1
AT3G05270	4
AT3G62880	1
AT5G02820	2
AT5G10870	1
AT4G10955	1
AT5G12220	5
AT5G26610	3
AT1G03687	1
AT5G23300	1
AT4G39690	2
AT5G13260	1
AT1G23710	1
AT1G77720	4
AT3G45750	7
AT2G22400	1
AT5G45650	1
AT5G57960	1
AT5G67200	1
AT1G62590	3
AT3G21760	1
AT5G66860	1
AT5G64610	2
AT2G22310	1
AT3G09670	2
AT4G36710	5
AT1G16630	2
AT1G16650	2
AT1G69587	2
AT4G32790	5
AT5G37530	6
AT3G18370	6
AT3G12270	1
AT5G61060	2
AT3G04910	1
AT3G11290	3
AT4G08460	2
AT1G62050	5
AT3G12915	1
AT3G59390	2
AT5G46740	2
AT5G47790	7
AT4G32030	3
AT1G17350	1
AT3G49640	3
AT4G26240	1
AT5G57950	3
AT4G10750	3
AT3G16000	1
AT1G11960	2
AT3G57910	5
AT3G63240	5
AT5G40880	4
AT5G47070	2
AT3G62310	1
AT5G04710	1
AT3G12370	1
AT1G48200	2
AT1G53645	1
AT1G19370	1
AT1G76170	1
AT3G18524	3
AT3G19440	1
AT5G26160	4
AT5G67170	6
AT2G47250	1
AT1G14460	1
AT3G20150	1
AT5G24340	2
AT4G35240	5
AT5G25480	2
AT5G19070	5
AT2G36240	3
AT1G77470	2
AT3G09920	1
AT3G50240	1
AT4G08320	4
AT1G79150	1
AT2G36420	2
AT1G32500	1
AT1G78110	2
AT2G04620	4
AT2G21710	2
AT2G24440	2
AT2G26590	2
AT1G01910	3
AT3G06200	1
AT1G24040	1
AT1G12970	6
AT1G26570	2
AT3G09370	4
AT3G12250	5
AT3G44050	1
AT4G05330	2
AT5G13340	3
AT3G17970	1
AT4G11740	3
AT1G63470	1
AT3G26935	3
AT1G05970	1
AT1G21610	5
AT3G14075	5
AT3G49810	2
AT5G48330	3
AT5G58480	3
AT4G24490	3
AT3G26720	1
AT5G28740	2
AT1G74800	3
AT1G32260	2
AT1G72320	2
AT3G52660	3
AT2G23390	1
AT1G70900	1
AT1G76380	5
AT3G07210	3
AT4G22320	1
AT4G27240	3
AT5G15170	7
AT4G21140	2
AT5G01950	1
AT5G07320	6
AT1G80620	1
AT4G37660	1
AT2G35190	1
AT5G63550	1
AT3G58470	1
AT1G63240	2
AT3G02065	7
AT3G29310	2
AT4G00840	2
AT5G67440	4
AT5G43720	5
AT1G12120	3
AT2G46290	1
AT5G53060	8
AT4G21100	2
AT4G27060	4
AT5G42150	1
AT1G79610	1
AT4G19600	4
AT1G06130	4
AT5G14610	1
AT5G22040	1
AT5G42660	3
AT3G13224	3
AT5G03050	2
AT5G16610	3
AT5G19300	1
AT5G66520	2
AT1G32870	2
AT1G50240	1
AT2G19780	2
AT2G41705	2
AT5G11510	1
AT5G52040	2
AT3G55460	2
AT4G14096	1
AT1G03530	2
AT2G29200	2
AT2G40630	4
AT5G57130	2
AT5G13020	3
AT1G15440	2
AT1G30460	1
AT3G49250	2
AT4G26600	1
AT5G44150	5
AT5G59010	2
AT1G09900	2
AT1G14570	1
AT1G31360	6
AT2G22740	3
AT3G13700	5
AT5G64600	3
AT5G49160	2
AT4G09900	1
AT1G50380	2
AT2G40920	2
AT3G58610	1
AT3G26030	2
AT1G75010	3
AT4G27650	3
AT5G09300	1
AT3G01490	1
AT2G33590	3
AT5G22070	1
AT5G65960	3
AT4G31430	1
AT2G40980	2
AT5G16810	2
AT5G10810	1
AT3G19220	2
AT5G15460	2
AT1G11400	1
AT3G19960	1
AT4G34570	1
AT5G63220	2
AT4G14230	1
AT1G79080	3
AT3G17910	3
AT5G41020	1
AT1G77030	1
AT5G13570	4
AT1G07360	1
AT3G02920	2
AT2G43770	1
AT5G63460	1
AT1G31920	3
AT4G26400	1
AT3G10140	5
AT5G46620	3
AT2G32040	1
AT1G01420	2
AT4G32290	2
AT5G45160	2
AT5G50230	5
AT5G55540	2
AT4G11790	2
AT2G24190	3
AT3G10350	2
AT1G58025	4
AT3G18580	1
AT3G48860	3
AT4G21090	1
AT3G07990	1
AT2G36220	1
AT4G37130	2
AT5G26180	2
AT1G60790	6
AT2G22090	5
AT3G21640	3
AT5G25510	5
AT5G67240	1
AT1G55810	1
AT5G60990	1
AT2G26640	4
AT3G63390	2
AT3G56750	1
AT5G57015	1
AT1G36310	1
AT5G48730	1
AT2G20690	1
AT4G31600	2
AT5G18420	5
AT1G70760	1
AT5G64813	3
AT1G12880	2
AT5G66360	2
AT3G47620	1
AT2G15270	3
AT1G71240	6
AT5G52560	1
AT4G31350	1
AT3G48410	2
AT1G17270	3
AT2G19260	5
AT2G35320	4
AT3G49850	3
AT1G01710	6
AT5G65650	1
AT1G77250	7
AT3G18930	3
AT2G42160	4
AT1G10660	1
AT2G45500	3
AT1G26120	3
AT1G78810	2
AT5G54680	1
AT2G39170	4
AT5G24010	3
AT3G06440	5
AT1G16260	2
AT3G25040	1
AT1G24240	1
AT1G64385	4
AT3G50050	2
AT3G60590	1
AT2G14740	7
AT2G47350	8
AT5G54090	5
AT1G21650	1
AT3G53390	3
AT2G31190	2
AT4G17430	3
AT3G15160	2
AT4G37080	1
AT1G31175	4
AT4G22745	1
AT1G48050	2
AT5G27410	3
AT5G51290	4
AT3G24010	3
AT5G49990	2
AT5G20360	3
AT1G29410	3
AT1G80400	4
AT5G50020	1
AT3G56840	4
AT5G05870	4
AT1G23800	3
AT3G07525	2
AT5G16650	1
AT3G50630	1
AT5G09380	1
AT4G02880	3
AT5G23490	4
AT1G57700	2
AT3G61800	3
AT1G61350	4
AT1G59910	3
AT3G14750	2
AT3G47700	6
AT4G27120	5
AT3G48440	1
AT1G30000	3
AT3G18940	1
AT1G17590	1
AT5G16630	5
AT5G49220	4
AT4G16580	4
AT3G07510	2
AT4G30360	4
AT2G44150	3
AT4G33440	5
AT5G40520	3
AT5G42520	2
AT4G26965	1
AT3G03880	1
AT4G05450	1
AT5G06230	3
AT1G09800	3
AT4G03115	4
AT5G56450	3
AT2G26100	4
AT3G07140	1
AT1G16460	2
AT3G09035	1
AT1G34270	4
AT3G60200	1
AT5G03470	3
AT1G56590	3
AT5G10320	3
AT5G17880	2
AT2G47310	4
AT5G61930	4
AT3G19770	1
AT4G24530	4
AT1G22620	4
AT1G47310	4
AT5G06440	4
AT3G21465	1
AT5G35840	2
AT4G07990	2
AT1G02000	4
AT5G28040	4
AT4G34840	4
AT3G22190	1
AT4G01650	2
AT5G36250	5
AT1G71710	4
AT3G27320	3
AT5G66100	2
AT1G68020	2
AT4G11680	5
AT5G37190	4
AT4G19900	4
AT1G61030	6
AT1G74700	4
AT4G32350	3
AT1G06700	2
AT4G05090	2
AT1G13910	1
AT5G08340	2
AT3G16230	6
AT5G50520	4
AT1G15530	4
AT1G26260	1
AT2G17787	3
AT5G22450	2
AT2G16090	1
AT5G18525	3
AT4G30260	1
AT5G49840	2
AT4G19510	1
AT1G73240	1
AT2G30920	4
AT5G48520	3
AT1G49245	1
AT3G29290	1
AT5G53500	2
AT2G41040	1
AT3G20080	1
AT1G05860	4
AT2G31260	2
AT1G06240	1
AT5G52810	1
AT1G22960	3
AT2G26870	1
AT3G05675	4
AT5G60820	1
AT5G64520	1
AT2G40830	3
AT1G60440	2
AT2G33835	5
AT2G45100	2
AT1G28100	2
AT4G00550	5
AT1G14330	4
AT1G73970	4
AT4G23530	4
AT4G34390	3
AT1G77850	6
AT5G16820	6
AT3G49725	5
AT5G55810	1
AT3G06270	2
AT2G23820	1
AT1G16340	3
AT3G56720	1
AT3G53000	3
AT5G45190	6
AT4G14385	1
AT5G11030	4
AT5G26910	5
AT3G08670	1
AT1G28050	3
AT1G10120	4
AT2G45880	5
AT3G20270	3
AT3G49210	1
AT5G19030	1
AT3G28140	2
AT3G21790	1
AT4G10470	1
AT3G17250	6
AT2G22570	1
AT5G19000	4
AT2G26680	3
AT1G67590	2
AT1G04910	5
AT4G32320	2
AT1G18490	2
AT1G58350	3
AT5G20510	2
AT3G13430	2
AT2G35100	3
AT5G51710	2
AT3G07690	2
AT1G65420	1
AT5G47090	2
AT2G30350	2
AT2G36670	2
AT5G44670	1
AT5G65685	3
AT2G21270	2
AT2G19430	5
AT1G21760	3
AT2G25710	4
AT3G24120	1
AT1G14020	3
AT1G22200	3
AT1G62730	3
AT4G30860	1
AT4G30400	3
AT4G38900	3
AT2G02410	2
AT3G62000	1
AT2G02370	2
AT2G17030	3
AT3G30841	4
AT4G39370	3
AT5G14220	1
AT3G06080	1
AT4G15010	3
AT1G17940	2
AT2G26350	5
AT1G21450	1
AT5G03420	2
AT4G18260	5
AT4G38300	1
AT5G57840	1
AT5G56190	2
AT2G02220	2
AT3G60350	1
AT5G10270	6
AT1G48270	2
AT3G43270	1
AT3G54850	6
AT1G05500	3
AT5G19480	4
AT1G77140	6
AT1G16210	1
AT3G21350	1
AT1G10600	2
AT1G15220	2
AT1G68160	3
AT5G57100	1
AT5G17990	1
AT1G14180	2
AT3G09030	3
AT4G32050	6
AT1G23220	1
AT5G22950	1
AT1G12330	1
AT1G55535	1
AT4G13630	5
AT5G04820	2
AT5G27490	2
AT1G53500	1
AT2G05320	2
AT2G38570	1
AT5G51670	1
AT3G17310	4
AT3G01050	1
AT5G19980	1
AT2G30575	2
AT1G20830	1
AT4G25300	1
AT3G47120	2
AT3G05670	2
AT2G41350	3
AT5G66060	1
AT2G01735	3
AT3G21650	4
AT3G11590	3
AT5G23330	2
AT1G22050	1
AT1G60430	2
AT2G26070	4
AT4G14147	1
AT5G26940	3
AT2G35940	5
AT3G58630	1
AT5G20350	1
AT5G44450	2
AT3G61710	2
AT3G19870	3
AT1G28310	3
AT5G16180	3
AT4G17570	5
AT1G18600	3
AT1G63170	4
AT4G29490	6
AT5G51170	1
AT5G57970	2
AT3G51830	2
AT1G10700	2
AT2G47210	5
AT5G18680	2
AT1G27700	4
AT3G14960	4
AT1G26230	1
AT1G05600	3
AT1G14200	1
AT3G12940	6
AT3G48280	1
AT3G56270	3
AT3G62050	1
AT1G33270	2
AT1G08460	1
AT1G68080	1
AT5G22780	4
AT1G13190	3
AT1G10180	5
AT2G11520	2
AT5G22120	2
AT2G01070	1
AT3G13350	1
AT1G49980	6
AT2G17020	2
AT3G08910	5
AT3G02660	1
AT2G30720	2
AT2G32710	2
AT1G04710	5
AT5G54650	3
AT1G27370	2
AT4G11980	1
AT1G06630	1
AT3G22104	1
AT5G40250	3
AT3G16740	2
AT5G64730	5
AT2G25740	5
AT5G17690	3
AT3G03070	2
AT2G36480	4
AT4G24200	3
AT1G25375	2
AT2G15900	4
AT2G39910	2
AT1G45050	1
AT3G12200	4
AT5G47730	1
AT2G38050	1
AT1G05630	3
AT1G74300	1
AT2G04890	3
AT4G12710	2
AT1G53040	3
AT5G51700	1
AT3G13320	1
AT2G46930	2
AT2G26260	1
AT5G12390	3
AT1G15215	1
AT1G19430	2
AT2G18560	3
AT1G32360	1
AT1G03610	2
AT3G45242	1
AT4G28480	3
AT5G01960	1
AT3G47490	1
AT1G80910	1
AT4G38250	1
AT1G62910	4
AT3G27460	5
AT5G18390	4
AT5G53020	5
AT4G22540	3
AT1G75370	2
AT2G38670	1
AT2G29050	3
AT3G02860	2
AT3G17670	1
AT4G14740	3
AT1G67440	2
AT1G78800	2
AT5G06910	3
AT3G61210	1
AT3G52570	1
AT4G12070	2
AT3G11950	3
AT5G18950	2
AT1G22040	2
AT1G56720	1
AT3G47590	2
AT3G14860	4
AT2G02730	5
AT3G59140	1
AT4G37190	4
AT2G43080	1
AT4G12300	3
AT4G28630	5
AT5G09740	4
AT5G37380	4
AT2G40260	2
AT3G48800	1
AT3G53950	1
AT1G10210	3
AT1G62150	1
AT5G20450	1
AT3G06660	3
AT3G01202	2
AT4G04210	3
AT5G62880	1
AT5G03415	1
AT5G41370	3
AT2G21500	3
AT5G35930	5
AT1G75850	2
AT1G28390	3
AT2G14850	2
AT5G11150	2
AT1G78915	2
AT2G43180	3
AT2G46735	1
AT4G35580	5
AT1G17930	5
AT2G42960	2
AT5G38590	2
AT4G35880	1
AT3G06850	1
AT1G11410	2
AT1G49350	6
AT5G14530	2
AT2G26460	6
AT3G18640	5
AT3G13062	2
AT4G38230	1
AT5G56460	3
AT5G42940	3
AT2G25420	4
AT4G16250	2
AT1G08680	2
AT2G17640	3
AT2G15730	2
AT5G06620	1
AT5G09690	2
AT5G53920	2
AT5G27430	1
AT4G11860	3
AT5G66005	1
AT1G34380	1
AT5G47140	3
AT3G26115	2
AT3G44798	1
AT4G18880	3
AT5G25160	1
AT4G17100	3
AT4G21430	3
AT5G10260	1
AT1G10720	4
AT1G71020	4
AT1G05840	2
AT1G55270	4
AT5G61830	4
AT4G22290	2
AT5G61270	2
AT3G16350	1
AT3G04880	1
AT5G61760	2
AT3G51890	2
AT3G61570	3
AT4G33985	1
AT5G04770	1
AT2G42780	4
AT3G23310	2
AT5G23380	2
AT3G57480	1
AT5G67190	1
AT2G26800	1
AT5G65120	3
AT2G42520	2
AT5G62610	3
AT2G39840	5
AT1G67530	5
AT1G10090	3
AT3G03560	3
AT5G52552	2
AT2G20495	4
AT3G59630	2
AT1G34550	2
AT1G32730	2
AT2G24230	2
AT2G39740	7
AT2G26110	1
AT4G02980	1
AT3G19340	1
AT2G44065	2
AT3G18040	3
AT1G68100	2
AT5G09390	3
AT4G31540	5
AT3G16090	2
AT5G10350	1
AT1G34300	2
AT1G63490	3
AT3G13050	5
AT4G13980	3
AT5G50250	1
AT3G59470	3
AT5G13360	4
AT1G27650	2
AT1G60160	1
AT1G52550	1
AT1G05160	2
AT1G12550	2
AT1G34110	5
AT1G76970	1
AT2G23560	1
AT3G14980	3
AT3G21740	3
AT4G17970	1
AT5G16370	2
AT1G17340	4
AT5G05550	2
AT5G14710	1
AT1G27070	2
AT1G61170	2
AT2G35230	2
AT3G55640	3
AT4G37630	2
AT5G01670	1
AT2G01930	2
AT5G35560	3
AT1G19080	1
AT4G05000	4
AT5G38360	1
AT5G48960	1
AT5G24450	4
AT2G44440	1
AT5G16520	1
AT5G60700	1
AT1G73200	4
AT5G52280	2
AT1G67550	4
AT3G03180	1
AT3G11470	2
AT3G52290	3
AT4G33150	1
AT4G37550	1
AT3G66654	4
AT3G15070	1
AT4G22850	1
AT5G13970	6
AT4G38270	4
AT1G53170	1
AT1G71180	1
AT3G49060	4
AT4G25600	1
AT4G29910	3
AT1G25290	5
AT4G18060	1
AT1G22020	3
AT2G05590	2
AT1G22540	2
AT4G38040	2
AT5G18640	1
AT5G27950	3
AT3G61540	1
AT1G80010	3
AT5G44080	3
AT4G35550	3
AT5G20680	5
AT3G57790	3
AT5G40280	1
AT1G50670	2
AT4G10730	3
AT1G76405	1
AT1G65020	3
AT5G04040	3
AT1G08030	1
AT1G16570	2
AT2G15530	1
AT4G36032	3
AT1G63290	2
AT2G01220	3
AT5G64020	2
AT1G03030	1
AT3G58760	3
AT5G63440	2
AT3G51770	2
AT5G45900	4
AT5G48640	1
AT3G06470	2
AT4G39900	1
AT3G58680	1
AT4G16430	6
AT4G22150	3
AT5G06770	3
AT5G52030	1
AT5G49820	1
AT3G28760	1
AT2G44090	4
AT4G31590	1
AT1G54090	4
AT3G24315	1
AT1G69370	2
AT2G42030	3
AT3G15351	1
AT3G56160	1
AT1G24120	2
AT4G35460	3
AT2G27480	3
AT5G19950	1
AT2G41940	1
AT1G10730	4
AT1G25320	4
AT2G21090	2
AT3G26922	3
AT3G47940	5
AT5G13660	2
AT5G39710	3
AT5G50390	2
AT1G31340	1
AT1G25380	2
AT1G50280	1
AT3G59100	2
AT1G54390	2
AT1G78560	1
AT5G42400	3
AT5G04070	5
AT3G60340	1
AT4G05160	1
AT1G30570	6
AT5G03070	6
AT5G41100	1
AT4G14930	2
AT1G27960	2
AT1G71170	4
AT3G09360	3
AT3G63220	2
AT4G16100	5
AT4G32750	1
AT5G11390	3
AT5G18770	3
AT5G09820	1
AT2G26840	1
AT3G26000	4
AT5G65740	1
AT5G56730	3
AT1G14450	1
AT1G08210	1
AT1G02740	3
AT1G45207	4
AT1G76185	2
AT2G40570	3
AT4G24900	1
AT5G08010	5
AT1G54370	3
AT1G01260	4
AT1G21170	1
AT2G03620	7
AT5G53150	2
AT3G47080	2
AT4G26430	3
AT1G08700	2
AT3G25580	2
AT1G19750	3
AT3G05700	3
AT5G01450	5
AT5G46850	1
AT1G67490	3
AT2G02910	1
AT4G33480	1
AT3G10840	1
AT3G55920	3
AT1G10650	1
AT5G40170	2
AT1G24160	2
AT5G08740	1
AT5G02250	2
AT1G65660	2
AT1G08660	4
AT2G45990	1
AT5G19350	2
AT4G18975	2
AT1G53760	2
AT2G44200	3
AT2G18670	2
AT3G03700	1
AT5G44480	1
AT4G17640	1
AT3G26850	3
AT1G27385	1
AT1G09850	1
AT4G39190	1
AT3G08760	3
AT1G23530	1
AT5G13760	2
AT4G33180	1
AT2G17220	1
AT2G47020	3
AT5G49940	1
AT5G53470	3
AT4G35500	2
AT4G21560	1
AT1G49480	1
AT1G26160	2
AT4G17540	1
AT3G28450	1
AT2G31580	5
AT1G23950	2
AT4G36720	2
AT3G11270	2
AT1G14205	1
AT2G13290	4
AT4G10130	1
AT5G59830	3
AT4G10030	1
AT5G19850	1
AT4G31420	3
AT2G37680	1
AT1G65380	1
AT1G55760	1
AT1G77280	2
AT2G37160	2
AT3G47680	3
AT5G07910	2
AT1G30890	1
AT1G64580	5
AT1G51600	4
AT3G21390	4
AT5G25620	1
AT1G16670	3
AT1G69080	1
AT2G21940	2
AT3G29090	2
AT2G33630	2
AT3G19380	2
AT5G26880	1
AT5G23200	4
AT5G23340	2
AT3G57070	1
AT2G33310	1
AT3G15480	1
AT3G59640	2
AT1G01740	2
AT3G26600	5
AT5G23100	3
AT1G61980	5
AT2G34090	1
AT5G12890	1
AT4G31248	3
AT5G06780	3
AT1G19680	2
AT3G10730	4
AT2G45950	3
AT3G45620	1
AT5G10600	2
AT3G51350	1
AT3G58520	1
AT5G11890	2
AT2G26830	2
AT5G57210	7
AT1G72470	3
AT5G18970	1
AT3G08505	1
AT4G14145	1
AT2G21150	3
AT2G01060	2
AT4G23730	2
AT1G68070	3
AT3G03860	1
AT3G02950	2
AT3G46830	1
AT3G45040	2
AT1G48550	1
AT3G63530	1
AT4G35050	4
AT2G34200	1
AT3G55740	1
AT1G28250	1
AT4G24760	4
AT1G27690	3
AT5G66450	1
AT4G39640	1
AT4G10925	1
AT4G03510	1
AT2G45330	2
AT2G30150	1
AT3G03490	1
AT1G64990	2
AT5G58720	3
AT3G48070	5
AT3G51100	1
AT4G23840	4
AT1G66660	2
AT1G12390	2
AT1G33260	2
AT3G06430	1
AT2G18520	3
AT2G20440	2
AT3G50650	2
AT4G13345	2
AT5G60870	3
AT4G17960	2
AT5G17240	2
AT3G14910	3
AT2G38580	2
AT1G02370	1
AT3G47630	3
AT3G20410	1
AT3G02740	2
AT2G40480	1
AT5G41810	2
AT1G72330	2
AT3G55450	2
AT4G32120	3
AT2G30780	2
AT5G46920	1
AT2G46200	2
AT4G16480	3
AT5G16720	1
AT3G56450	3
AT4G31980	1
AT3G13620	2
AT4G02410	3
AT5G65450	2
AT1G78540	3
AT2G44600	4
AT1G77290	2
AT4G27680	3
AT5G53970	1
AT1G10310	1
AT5G65830	2
AT4G21540	1
AT3G21750	2
AT1G01010	1
AT3G07550	2
AT5G04490	1
AT5G64630	2
AT1G66840	1
AT1G52155	1
AT4G35110	1
AT5G52545	1
AT1G16590	4
AT3G04950	1
AT5G45420	2
AT4G39540	3
AT5G62070	2
AT4G22190	1
AT3G04500	2
AT5G16840	2
AT3G08600	1
AT3G53490	1
AT3G02750	6
AT5G19500	1
AT1G08250	2
AT1G05055	4
AT1G76260	1
AT5G27710	2
AT5G05820	1
AT5G17210	1
AT3G49800	2
AT3G07780	1
AT2G41760	1
AT5G63990	1
AT3G47690	2
AT5G16930	1
AT5G16040	2
AT2G31240	2
AT1G22920	3
AT5G04990	4
AT3G26680	2
AT5G64660	1
AT2G13650	2
AT4G27690	2
AT5G13090	3
AT3G47850	1
AT5G10110	1
AT1G11020	3
AT2G46080	1
AT1G63360	3
AT1G77810	1
AT4G31010	3
AT5G11430	4
AT5G25120	1
AT2G23985	1
AT5G56140	3
AT1G44770	2
AT5G01090	1
AT5G43680	3
AT5G52110	1
AT1G34010	2
AT5G53900	2
AT4G10610	1
AT1G29960	2
AT1G11930	1
AT5G03520	1
AT3G44680	4
AT2G20950	3
AT4G25720	1
AT4G32040	2
AT5G05750	2
AT1G78590	4
AT4G18160	3
AT1G61000	1
AT4G33950	2
AT5G15730	3
AT1G19580	3
AT2G25530	1
AT2G46580	1
AT1G23460	1
AT1G56290	4
AT3G26770	1
AT5G14930	1
AT2G16460	1
AT2G46430	1
AT1G64040	1
AT5G53530	1
AT3G08880	1
AT3G54020	2
AT1G56210	2
AT1G76710	3
AT3G14610	1
AT3G61530	1
AT4G01840	4
AT4G25610	2
AT2G32410	4
AT3G22180	2
AT5G51130	2
AT2G18750	1
AT2G46900	2
AT2G44770	1
AT4G33140	2
AT2G45280	3
AT3G15390	4
AT1G64142	2
AT5G24500	3
AT1G32410	1
AT1G05410	2
AT5G63830	3
AT1G23170	2
AT1G62520	1
AT2G20980	2
AT3G55990	1
AT5G07730	1
AT3G02290	3
AT5G48720	2
AT2G46070	1
AT5G10710	1
AT3G15180	2
AT3G46870	2
AT4G35930	2
AT2G45690	4
AT3G27420	2
AT1G51450	4
AT2G04940	2
AT5G51220	1
AT5G63680	1
AT2G28315	1
AT4G21585	1
AT3G55960	1
AT3G11100	2
AT1G09100	2
AT3G15610	2
AT3G52280	2
AT2G40150	1
AT3G21360	3
AT5G50820	2
AT1G52140	1
AT1G76700	1
AT2G40935	1
AT3G48780	1
AT5G61570	2
AT2G23200	4
AT5G24430	2
AT1G80190	1
AT3G53410	1
AT5G01510	4
AT1G04590	4
AT1G15230	2
AT3G02700	1
AT3G27960	2
AT3G54950	1
AT3G58690	3
AT4G33495	2
AT2G43400	1
AT3G16170	3
AT1G44780	2
AT3G26410	1
AT5G45380	1
AT4G39240	3
AT2G17110	5
AT2G44270	2
AT2G48000	2
AT2G20830	2
AT1G64400	1
AT1G68540	2
AT3G45100	2
AT4G01880	5
AT1G07615	3
AT1G56310	4
AT1G72420	1
AT3G61460	1
AT2G23890	2
AT1G76150	2
AT1G19440	1
AT3G57550	1
AT3G57030	1
AT5G05930	2
AT3G59800	1
AT1G80900	4
AT2G40120	3
AT3G57965	1
AT5G01850	2
AT5G63630	4
AT1G27100	6
AT2G03240	3
AT2G27590	3
AT1G20575	2
AT3G53620	1
AT5G18670	1
AT5G40140	3
AT1G45150	7
AT1G33970	1
AT3G01435	3
AT5G55000	1
AT4G37880	4
AT2G44680	3
AT1G08350	2
AT3G03590	2
AT3G49350	6
AT4G26070	3
AT4G33940	2
AT2G32450	3
AT4G27350	2
AT4G19006	1
AT1G05430	1
AT3G19510	3
AT3G60950	5
AT2G43570	1
AT2G16400	3
AT5G54540	1
AT3G19650	3
AT5G62910	3
AT3G07565	3
AT2G34310	1
AT3G44940	1
AT4G11330	3
AT5G52430	1
AT4G07950	1
AT4G37432	1
AT5G09230	2
AT4G21190	1
AT5G02150	1
AT1G52540	2
AT3G26700	3
AT5G65400	3
AT5G67530	5
AT2G28130	4
AT5G50890	3
AT5G66120	2
AT3G54990	1
AT1G68795	1
AT3G07270	2
AT2G03510	1
AT2G36900	1
AT3G47820	1
AT4G04695	2
AT5G07610	2
AT1G13770	4
AT2G29590	1
AT5G59560	1
AT2G46620	2
AT3G60510	5
AT4G12130	3
AT5G40760	1
AT2G38880	1
AT4G29960	2
AT2G14115	1
AT3G20110	1
AT4G28070	3
AT5G02670	3
AT5G35370	1
AT4G32560	2
AT5G62560	2
AT3G58930	1
AT5G10150	1
AT3G54320	1
AT2G39970	3
AT5G54110	2
AT1G17410	1
AT1G03350	3
AT3G26780	1
AT5G26110	2
AT5G13720	1
AT1G50640	1
AT2G45720	2
AT1G64740	2
AT1G74390	2
AT2G16900	4
AT4G30000	3
AT5G02030	2
AT5G42760	1
AT5G12010	3
AT3G10220	2
AT1G10150	2
AT5G52660	5
AT1G31220	2
AT4G10090	1
AT4G38260	3
AT5G11340	1
AT1G76570	1
AT2G33500	1
AT5G50400	3
AT1G27200	1
AT5G44200	4
AT3G11210	1
AT2G36300	2
AT5G52510	2
AT1G05060	3
AT2G22475	1
AT3G19900	1
AT1G51540	2
AT2G35720	4
AT2G04740	1
AT2G41640	2
AT3G56690	5
AT1G80700	1
AT1G68980	5
AT2G25300	4
AT2G28200	3
AT2G34730	1
AT4G36840	2
AT5G01520	1
AT5G07710	3
AT1G60940	1
AT5G15930	1
AT1G12730	1
AT1G45233	4
AT1G55740	1
AT2G03810	1
AT1G11890	1
AT2G17480	2
AT1G04220	1
AT1G74680	4
AT5G63470	1
AT1G51390	3
AT5G02800	5
AT1G07728	2
AT1G70230	1
AT2G18860	2
AT5G48160	1
AT2G01650	1
AT4G35450	1
AT3G27010	3
AT4G10400	1
AT3G20860	2
AT1G74170	2
AT3G25210	1
AT1G11790	1
AT4G02440	1
AT3G17880	5
AT1G51160	1
AT2G45260	4
AT1G67620	1
AT3G18910	2
AT4G20340	3
AT1G51730	2
AT5G17650	1
AT1G15800	3
AT1G72790	2
AT2G35430	3
AT5G43210	1
AT4G29820	1
AT1G02290	5
AT2G29070	1
AT3G06250	3
AT4G38980	3
AT5G58520	3
AT4G28880	2
AT1G64280	4
AT4G27870	1
AT3G58490	1
AT4G36550	1
AT3G11690	2
AT4G01026	1
AT5G56660	2
AT5G24760	1
AT4G36960	4
AT3G51430	1
AT1G28200	2
AT3G11770	1
AT4G02600	3
AT1G26690	1
AT4G00420	2
AT2G20140	2
AT5G01980	1
AT1G02050	3
AT2G32250	5
AT3G60720	1
AT1G17060	1
AT4G38280	1
AT1G80150	4
AT3G26760	2
AT4G29860	3
AT2G45320	2
AT3G01450	1
AT5G38050	5
AT5G56930	3
AT5G03200	2
AT5G46560	4
AT1G54650	1
AT2G44420	1
AT5G23590	3
AT2G21120	2
AT4G06676	2
AT1G30200	1
AT3G47000	3
AT5G08380	3
AT1G19860	2
AT1G29760	2
AT1G59650	3
AT1G76980	1
AT1G61560	1
AT2G30530	4
AT4G20020	2
AT2G10950	2
AT1G67800	2
AT1G61640	2
AT5G04520	1
AT5G05620	2
AT3G54130	2
AT4G17615	2
AT5G16120	1
AT3G26020	3
AT4G11090	3
AT5G02130	3
AT5G56790	4
AT2G28930	1
AT1G54520	1
AT2G17290	1
AT5G53130	2
AT1G04900	1
AT2G31820	4
AT5G51280	6
AT4G14580	2
AT1G20780	3
AT5G15030	2
AT3G55260	1
AT3G13190	3
AT3G25610	3
AT4G31140	2
AT1G18890	1
AT1G12450	2
AT1G70740	6
AT5G05760	2
AT5G61010	1
AT5G64500	1
AT5G41070	2
AT5G65920	3
AT3G05230	1
AT1G10350	3
AT5G60750	1
AT1G05070	1
AT1G12420	1
AT5G15700	1
AT1G50300	2
AT1G15410	1
AT1G50600	3
